row_id,x,y,accuracy,time,place_id
315342,1.0595,2.6318,71,692930,5606572086
315483,1.1177,2.5442,97,567039,4932578245
324317,1.0096,2.5245,165,237683,2584530303
326107,1.2036,2.5041,35,422110,8850514709
326370,1.2146,2.6459,69,300353,5784939944
326876,1.1623,2.6712,65,542693,7914558846
328917,1.0079,2.6156,154,618964,7203076986
330996,1.0605,2.6056,67,73248,7203076986
331320,1.1932,2.7430000000000003,1,42420,8048985799
332467,1.1025,2.5601,120,775587,4932578245
332906,1.0215,2.7456,57,580537,6424972551
337042,1.0604,2.6873,3,25187,3312463746
339066,1.1596,2.6937,175,706991,3951163044
340180,1.1558,2.6392,51,346344,5606572086
343938,1.127,2.6158,66,785348,5606572086
345692,1.0349,2.5271,64,584412,6399991653
345728,1.0229,2.5394,17,781695,4264575584
345925,1.0954,2.6554,198,339877,5270522918
353112,1.1006,2.6459,12,69676,5270522918
356737,1.1566,2.6496,8,311400,1435128522
358439,1.124,2.5796,21,57662,1812226671
360947,1.037,2.5447,37,649827,5035268417
361167,1.0199,2.5453,172,768810,4932578245
361507,1.1111,2.61,45,703051,7618896878
362526,1.2346,2.7423,66,567921,8048985799
362754,1.1566,2.6955,5,125735,6683426742
363087,1.1655,2.6675,64,194214,3952821602
365085,1.0513,2.5107,410,119052,3992589015
365845,1.2443,2.7312,10,757671,6829001048
366673,1.178,2.6909,753,625099,7419370539
367452,1.1802,2.7412,77,104008,5009192468
368717,1.1258,2.6196,56,482126,5606572086
370263,1.0446,2.6625,29,669203,6313450246
371154,1.0266,2.6575,63,71097,1582523772
371408,1.001,2.6535,61,517913,6237569496
372135,1.0651,2.5697,73,368730,6861654717
372247,1.0059,2.7351,267,454349,6424972551
372734,1.2347,2.7345,169,549025,8048985799
375006,1.022,2.6042,76,679800,1097200869
375904,1.0215,2.5935,316,194317,1097200869
376734,1.12,2.6567,10,158482,5270522918
376900,1.18,2.5778,14,76856,1812226671
377717,1.2279,2.6725,62,774957,2327054745
378376,1.0464,2.5128,62,644650,6399991653
379998,1.0295,2.6604,10,340124,3533177779
380494,1.2267,2.6519999999999997,26,615839,8258328058
381879,1.1971,2.7166,10,365228,8323105731
386730,1.168,2.6541,86,522850,5270522918
387346,1.1665,2.6579,157,159958,5270522918
388966,1.0466,2.6742,13,102872,3312463746
392581,1.1424,2.7062,24,564673,4908856767
394936,1.0769,2.6541,29,303748,1705420368
395123,1.1369,2.6341,171,105254,9598377925
396652,1.0416,2.5969,65,742322,1913341282
397786,1.1558,2.6882,72,302465,3951163044
397951,1.0416,2.6877,65,163414,3312463746
398172,1.0025,2.7199,73,523219,6424972551
398880,1.074,2.5255,53,433965,1228935308
402354,1.0179,2.588,14,141799,1913341282
403082,1.1489,2.6754,11,154715,3952821602
407289,1.2193,2.7257,77,539088,8048985799
407446,1.0332,2.6758,79,730087,3312463746
410045,1.1852,2.5963,28,332337,4022692381
410672,1.1602,2.7374,29,478191,1751341515
414169,1.1653,2.6876,67,724788,6683426742
418545,1.2412,2.6566,8,55066,6889790653
420206,1.2398,2.5180000000000002,54,600483,3992589015
421053,1.0959999999999999,2.5633,10,460539,4932578245
422980,1.0483,2.5852,31,390667,1097200869
424757,1.1515,2.6327,68,726942,5606572086
425469,1.0052,2.7459,67,39791,6424972551
425722,1.0616,2.7014,565,562633,2460093296
425748,1.0687,2.7499,27,242493,1325949552
429266,1.2203,2.5641,10,120233,2355236719
431099,1.0402,2.5782,21,192119,1913341282
431243,1.2314,2.6425,60,154458,6603539415
431712,1.1492,2.5555,75,693594,2355236719
435953,1.1444,2.6283,64,346556,5606572086
436772,1.0938,2.6656,39,325565,9713454201
436914,1.0496,2.6839,65,558153,3312463746
437332,1.0308,2.7411,97,772976,7914558846
437438,1.2425,2.7298,9,64989,8048985799
437507,1.2239,2.5044,76,755724,8606102186
439382,1.0554,2.5939,19,301903,1999597424
440879,1.0183,2.569,24,771062,5689129232
446206,1.0422,2.7497,65,650412,6424972551
446851,1.0508,2.622,63,281573,4496840916
448480,1.2118,2.5223,13,692759,3992589015
450993,1.1884,2.6928,41,553085,7396836484
452263,1.1877,2.513,19,679729,3992589015
452655,1.0686,2.5418,10,376608,5035268417
454406,1.0513,2.7271,69,635822,6424972551
456505,1.0059,2.5767,14,234169,4601057211
457909,1.1971,2.7214,32,563566,4908856767
458514,1.013,2.6005,59,383566,1097200869
458726,1.2325,2.6819,167,15880,5270522918
459738,1.04,2.6104,158,204402,4496840916
462056,1.2218,2.7319,169,741065,2946102544
463558,1.1386,2.5392,13,729802,8016466275
463896,1.2328,2.6402,35,574892,5270522918
464973,1.0383,2.6831,70,730763,3312463746
465487,1.2256,2.5557,28,551361,6098899637
469493,1.1051,2.5788,49,187679,1812226671
471914,1.2323,2.6991,6,64955,7162308755
471936,1.0835,2.6123,55,131367,8780655195
472787,1.0301,2.5308,88,487652,6399991653
474015,1.1539,2.6232,12,468741,6650268891
475356,1.0278,2.5961,63,150219,1097200869
477071,1.0302,2.6868,158,126024,3312463746
479193,1.2236,2.7474,167,47353,5163401947
481885,1.0062,2.7183,63,664473,6424972551
483190,1.0982,2.5927,48,509953,1812226671
485762,1.0186,2.5283,13,728259,6399991653
486568,1.1743,2.5487,73,631694,6278376232
489233,1.0190000000000001,2.6803,119,651262,9237487147
495267,1.0997,2.6579,58,329097,9713454201
495309,1.1967,2.6910000000000003,188,168689,6683426742
497263,1.0125,2.6631,58,252722,6237569496
497404,1.1948,2.6618,27,726281,6502303487
501280,1.0007,2.5993,51,588932,1097200869
502020,1.1156,2.6339,54,326549,5606572086
503050,1.2378,2.7316,338,574886,5163401947
506481,1.2398,2.7243,21,43647,8048985799
507586,1.0084,2.6023,64,450929,1097200869
508485,1.2082,2.6869,176,211095,6683426742
509328,1.2086,2.5906,69,387253,2548071187
510050,1.0037,2.7384,39,324240,6424972551
511159,1.1029,2.5438,4,296761,8016466275
511311,1.008,2.7282,73,471700,6424972551
515865,1.1581,2.6421,36,542705,7914558846
515944,1.0913,2.6454,7,121213,5270522918
516591,1.0697,2.5828,23,352030,1097200869
517286,1.1782,2.6579,65,647391,9753855529
517326,1.2008,2.7333,14,166817,3083446565
519224,1.0829,2.5051,60,616089,8606102186
519678,1.2343,2.5577,65,738218,6097504486
524496,1.0314,2.5328,64,225911,6399991653
528080,1.1838,2.517,195,69127,3992589015
528244,1.18,2.6684,98,567481,3533177779
530635,1.1651,2.6775,68,734642,3533177779
531012,1.1158,2.6476,39,315897,6237569496
531438,1.0871,2.6653,300,631503,3116656165
531474,1.0989,2.6544,21,73738,5270522918
533608,1.1278,2.7075,11,66788,6683426742
534290,1.209,2.505,68,190177,8850514709
534547,1.1068,2.5313,47,345169,6399991653
534671,1.0234,2.5677,154,62782,4932578245
536497,1.1237,2.6947,11,754792,6683426742
537149,1.1129,2.5693,3,490233,2212762406
541988,1.0361,2.5971,73,191155,1097200869
543455,1.2392,2.7338,18,255670,6780386626
547375,1.1059,2.5542,30,420178,6399991653
548597,1.058,2.6803,72,143241,3312463746
549060,1.172,2.6966,74,716099,6683426742
553677,1.092,2.7367,25,473904,5911788013
554583,1.2403,2.7204,174,569497,8048985799
554855,1.04,2.5696,177,374605,9741307878
555452,1.0426,2.551,12,42204,7803770431
556449,1.0349,2.7285,20,86550,8048985799
557320,1.0963,2.6198,214,339229,5987464133
557442,1.0491,2.6818,165,233979,3312463746
558504,1.0467,2.6742,61,223236,3312463746
560222,1.005,2.6565,55,764412,3686273628
560643,1.2026,2.6309,435,206440,8178619377
562384,1.1119,2.6767,65,105030,3312463746
568368,1.1072,2.5404,151,749919,6278376232
569507,1.2305,2.7181,62,573683,8048985799
570855,1.0416,2.6934,10,735869,3312463746
571212,1.1527,2.6724,645,648358,5270522918
578708,1.1795,2.5256,15,699592,3992589015
580020,1.0503,2.6399,74,575730,7203076986
580637,1.0301,2.5825,68,715934,1097200869
580654,1.0717,2.6763,4,82533,5270522918
581647,1.1845,2.7225,108,205869,3007370877
581824,1.1145,2.5579,11,293883,4932578245
583950,1.0659999999999998,2.5613,157,347309,9263769211
587133,1.1039,2.6885,150,664325,6683426742
588440,1.0218,2.5785,55,296581,1097200869
589115,1.0725,2.6710000000000003,271,137057,9713454201
589373,1.2268,2.6054,48,723328,6822359752
589600,1.2467,2.6841,5,777812,2327054745
591001,1.1289,2.5535,63,214787,7803770431
595434,1.1975,2.6618,162,1809,6889790653
596888,1.0811,2.5078,67,548584,5788646225
598079,1.0893,2.5543,98,726711,4932578245
599406,1.2118,2.6759,26,326796,3952821602
600629,1.0244,2.5729,80,326826,1097200869
601000,1.1789,2.6206,302,303722,7707808405
601036,1.1587,2.5862,67,355293,2355236719
602959,1.0628,2.5456,128,712061,4932578245
604480,1.0941,2.5388,18,178431,4932578245
604686,1.1065,2.6149,82,774853,3862706892
604971,1.1952,2.5074,729,568178,4223683383
606796,1.0823,2.5425,163,214701,5035268417
608917,1.1115,2.6496,65,200665,1435128522
609796,1.2409,2.7245,226,428895,2946102544
611105,1.2299,2.7331,72,73756,8048985799
620746,1.0241,2.5922,65,338290,1097200869
624488,1.1888,2.5737,2,64403,2355236719
624975,1.1467,2.5779,29,467582,2355236719
627605,1.21,2.5954,478,312772,3683087833
629054,1.2353,2.6586,68,171198,6603539415
631879,1.0977,2.5518,13,42794,4932578245
636248,1.0389,2.5009,5,188703,5788646225
636497,1.1502,2.5751,68,46289,1812226671
637687,1.0429,2.5389,175,710128,5035268417
638359,1.1340000000000001,2.5645,13,700198,8016466275
639438,1.0392,2.6813,66,395266,3312463746
641248,1.0237,2.6919,971,483327,7914558846
641928,1.003,2.5388,17,194405,2212762406
643571,1.1623,2.5294,8,407357,7047598152
643778,1.2165,2.5823,83,768833,6766324666
644703,1.1419,2.6743,64,556228,3951163044
644809,1.0667,2.5469999999999997,3,330354,4264575584
648008,1.0391,2.7253,54,16191,8048985799
650024,1.2115,2.5261,65,618461,3992589015
650350,1.0927,2.6728,40,107026,5270522918
653228,1.0653,2.6478,78,306679,6237569496
655127,1.0151,2.5934,58,212060,1097200869
655285,1.1958,2.5024,60,51665,8137532417
659147,1.028,2.7066,36,697497,2460093296
660204,1.1019,2.6284,163,366860,5606572086
662653,1.123,2.6867,20,217937,6683426742
666030,1.1642,2.5327,153,372327,4932578245
668111,1.0933,2.6484,148,140033,5270522918
669820,1.1982,2.7238,3,494262,3946571143
670703,1.1944,2.7055,11,76616,6683426742
670930,1.1876,2.7101,165,713217,6683426742
674878,1.0372,2.5166,75,589966,7707340051
679872,1.0374,2.5355,160,688127,4932578245
681976,1.1412,2.6357,60,608696,5606572086
682853,1.1764,2.7492,15,17847,5009192468
690175,1.0133,2.6795,167,348838,9237487147
693185,1.2294,2.5041,65,25913,3992589015
697878,1.0288,2.5885,24,779000,1097200869
698214,1.1057,2.7107,14,361758,6683426742
701077,1.0948,2.585,35,724816,1812226671
702286,1.1741,2.7214,12,386402,8323105731
703920,1.0578,2.5405,67,504873,4932578245
704667,1.0097,2.6918,68,553846,5161681408
705498,1.1724,2.7086,87,763398,6683426742
708618,1.034,2.6523,58,518597,6237569496
712354,1.2481,2.7328,23,641480,8048985799
712355,1.1871,2.6988,22,634123,6683426742
713067,1.1349,2.5187,29,178400,7406758207
714970,1.0391,2.676,48,109568,3312463746
716206,1.1371,2.6684,198,489842,6237569496
718644,1.1502,2.6574,164,168925,5270522918
719773,1.0716,2.5525,78,548702,4932578245
719819,1.1078,2.5464,196,620891,8016466275
720585,1.2178,2.6056,153,309347,5987464133
724917,1.137,2.5452,61,147277,7803770431
728158,1.0561,2.6719999999999997,15,130371,9632980559
728852,1.052,2.6856,65,115916,3312463746
729022,1.2417,2.6739,157,585324,8258328058
729293,1.1827,2.5022,87,397456,3956806906
733459,1.0595,2.7232,61,217637,3007370877
737500,1.1632,2.5256,15,130751,7406758207
737685,1.0569,2.5475,69,617401,6399991653
739046,1.1435,2.634,83,88503,9598377925
740040,1.055,2.5406,64,609505,6278376232
740327,1.2147,2.5015,37,442272,8850514709
745764,1.0339,2.5246,80,410812,2584530303
746415,1.0102,2.6272,54,204213,5283227804
755833,1.0043,2.7246,61,706181,6424972551
755895,1.0042,2.5412,165,554479,9013153173
756906,1.1111,2.6262,23,123512,5606572086
757352,1.0888,2.5457,151,692298,4932578245
758085,1.1245,2.6056,51,638813,4423196276
760009,1.2224,2.7307,59,56794,8048985799
763980,1.0179,2.6079,61,89481,1097200869
765597,1.0437,2.7308,9,524615,6424972551
767441,1.2206,2.7232,14,166722,3083446565
768659,1.1896,2.5395,62,498090,1267801529
768746,1.0008,2.5623,78,652237,8199247926
770436,1.1211,2.6333,42,488939,5606572086
775219,1.2308,2.7281,3,56531,8048985799
781563,1.0561,2.6195,68,83030,7203076986
783038,1.1606,2.6262,61,444631,5606572086
784209,1.0503,2.6788,72,174870,3312463746
785332,1.0468,2.6195,52,496560,7203076986
787884,1.2332,2.7192,166,384338,2946102544
788711,1.0517,2.6873,39,385808,3312463746
790990,1.0255,2.7166,21,498997,6424972551
798033,1.2427,2.7447,109,531979,8048985799
798559,1.07,2.6314,31,462290,3102490388
799756,1.0166,2.5397,33,607451,6399991653
799796,1.0568,2.6853,10,484711,7396836484
800088,1.0406,2.6804,76,105801,3312463746
801413,1.1768,2.6805,83,159601,3533177779
801607,1.2074,2.665,45,64961,6889790653
801612,1.2419,2.7425,130,429686,8048985799
802353,1.0857,2.6581,998,300188,6875724035
803912,1.1409,2.6437,69,462976,6313450246
804053,1.2015,2.688,79,563823,8277918449
805458,1.0014,2.7345,159,65652,6424972551
805679,1.1867,2.5971,71,391646,3683087833
807727,1.0445,2.5022,56,459133,5979470206
808433,1.0978,2.6958,69,575152,3312463746
811340,1.0467,2.5755,62,112429,1097200869
811565,1.2041,2.5136,61,421740,3992589015
812083,1.2225,2.6302,78,154535,5095999304
813042,1.1833,2.7131,4,39677,6683426742
813712,1.2338,2.6681,54,710505,6603539415
815699,1.1965,2.6232,43,561333,5987464133
816842,1.0124,2.7336,75,339301,6424972551
817550,1.0994,2.6345,16,755346,7098464262
820156,1.0318,2.5667,6,451513,4601057211
821810,1.0991,2.5503,4,607768,4932578245
821946,1.0234,2.673,66,226695,3312463746
822261,1.0916,2.5228,8,74292,4932578245
824535,1.2448,2.6069999999999998,58,353489,7551043473
824753,1.2208,2.6644,154,387558,5270522918
826228,1.008,2.6539,66,651207,1435128522
829461,1.0631,2.5876,67,785954,6861654717
830858,1.0163,2.5496,73,66470,8047497583
832334,1.1684,2.5599,70,624613,2355236719
837803,1.1158,2.7416,10,458652,4614293027
840001,1.2036,2.5422,544,144830,2355236719
842029,1.0619,2.7095,58,237088,2460093296
848641,1.1362,2.6332,62,627355,5606572086
849971,1.0398,2.6830000000000003,5,774655,3312463746
850995,1.0014,2.5832,70,6714,5283227804
853916,1.057,2.6519,49,170526,9713454201
855026,1.2183,2.7430000000000003,66,586431,8048985799
857050,1.2386,2.6765,68,597542,8258328058
861105,1.0901,2.5363,10,62789,4932578245
863874,1.0706,2.6776,31,599132,7914558846
866711,1.0016,2.735,79,520676,6424972551
867342,1.1751,2.6726,50,335285,3533177779
868701,1.1938,2.7430000000000003,105,686806,8094036741
869220,1.1295,2.6303,78,133483,5606572086
870532,1.2128,2.6628,186,272647,6603539415
873063,1.192,2.5141,76,692837,3992589015
876976,1.1906,2.7042,72,493054,6683426742
877108,1.0545,2.6725,64,478923,3312463746
878418,1.1784,2.5763,66,451378,2355236719
881990,1.0983,2.7249,72,117706,2460093296
884045,1.1959,2.6972,58,193429,6683426742
886592,1.1282,2.6525,111,172809,5261906348
890217,1.0606,2.5197,158,387848,5035268417
891881,1.2246,2.6086,157,25303,5095999304
892716,1.188,2.5046,34,336346,3741484405
893215,1.0267,2.6689999999999996,72,647978,3312463746
906822,1.0845,2.5105,10,785850,5668367736
907130,1.1763,2.5916,198,215262,2355236719
908126,1.0009,2.5171,156,197698,2584530303
908561,1.0275,2.7012,2,206914,2460093296
910372,1.0191,2.7258,73,638615,6424972551
910950,1.0872,2.6908,61,619911,3312463746
911206,1.0612,2.5044,89,376864,3741484405
912338,1.0146,2.7378,70,608677,6424972551
913430,1.1734,2.688,10,674544,6683426742
914258,1.2061,2.6991,13,108212,6683426742
915054,1.1675,2.685,168,209667,2215268322
915651,1.2201,2.6382,25,767397,7707808405
915902,1.1763,2.5302,402,740242,8606102186
918002,1.0067,2.6011,61,224014,5283227804
918528,1.0779,2.7057,58,774341,2460093296
923030,1.1691,2.7153,14,759290,6683426742
928071,1.1013,2.541,13,113509,4932578245
931014,1.1136,2.6069,161,605935,4423196276
931612,1.1503,2.7015,2,47903,6683426742
932408,1.1141,2.6226,26,635630,7098464262
934077,1.0686,2.7241,65,22843,2460093296
935802,1.0348,2.5972,34,495267,1097200869
936262,1.0952,2.602,62,40862,1097200869
936621,1.1611,2.7369,10,166738,3083446565
936683,1.0538,2.7423,15,730810,3656775600
936996,1.0437,2.6752,15,29760,9632980559
938875,1.1556,2.5833,68,723975,2355236719
939665,1.1919,2.7054,75,287412,6683426742
942904,1.2456,2.6877,31,780170,8258328058
943496,1.0283,2.5788,10,71510,4601057211
944478,1.0258,2.6977,9,481684,2460093296
947020,1.1003,2.5148,21,338634,7017242221
949297,1.0065,2.7313,61,727819,6424972551
951334,1.1543,2.7245,67,270650,6225835185
952179,1.1185,2.6008,67,555861,1812226671
956873,1.055,2.6822,63,5870,3312463746
957361,1.0009,2.5903,65,545524,1097200869
958505,1.2309999999999999,2.5246,65,145205,3992589015
959573,1.0304,2.5909,54,119387,1097200869
959710,1.1017,2.5756,35,762142,1812226671
960137,1.0259,2.576,63,152266,1097200869
960529,1.1961,2.7061,165,354741,6683426742
961207,1.1335,2.6799,617,155964,6237569496
961444,1.0793,2.6964,70,745383,2460093296
962935,1.2409999999999999,2.7439,65,169628,3083446565
966341,1.2304,2.6645,33,650215,9753855529
967638,1.0290000000000001,2.6017,67,51006,1097200869
967839,1.003,2.7224,59,55473,6424972551
967984,1.0737,2.6673,411,358856,9713454201
971391,1.129,2.6113,38,666338,4423196276
972363,1.1078,2.5617,45,453516,1731306153
974298,1.2342,2.7299,71,56616,8048985799
975878,1.0341,2.7433,171,609868,6424972551
977804,1.0411,2.7335,68,450287,3946571143
979014,1.0903,2.6226,63,203373,8780655195
979471,1.1741,2.6689,63,310925,3533177779
983576,1.2187,2.6798,194,414298,8258328058
984446,1.0137,2.7386,67,223564,6424972551
984555,1.2324,2.7332,165,605753,2946102544
985252,1.1046,2.592,165,775740,4423196276
986641,1.1296,2.6427,78,163719,5606572086
987013,1.0178,2.7288,97,331678,6424972551
988315,1.1912,2.5315,78,609124,6399991653
992098,1.1227,2.6541,79,105380,9713454201
992941,1.2171,2.5886,78,32963,7551043473
993004,1.0447,2.603,36,530387,3333445626
993265,1.0454,2.6932,54,25287,3312463746
995237,1.0967,2.548,156,132684,7803770431
995620,1.1755,2.6822,390,471855,6875724035
996251,1.1053,2.612,872,586903,4423196276
996916,1.023,2.5843,71,453592,1097200869
997179,1.0311,2.5271,39,609618,1228935308
997231,1.0126,2.6688,30,377318,6237569496
999721,1.0177,2.7153,145,738403,2460093296
1002036,1.1065,2.5902,180,76836,1812226671
1002542,1.0633,2.5957,67,595168,1097200869
1002944,1.2143,2.5193,13,607197,3992589015
1005877,1.1492,2.6312,160,478786,7143575624
1006571,1.2093,2.5851,26,244748,6766324666
